jira_date,jira_id,jira_policy,jira_offender,jira_status
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547848,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547849,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547850,Account sharing,Driver,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547851,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547852,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547853,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547854,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547855,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547856,Dangerous driving,Driver,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547857,Account sharing,DP,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547858,IPC,Driver,Rejected
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547859,Account sharing,DP,NAN
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547860,Account sharing,DP,NAN
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547861,IPC,Driver,NAN
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547862,IPC,Rider,NAN
05-30-2024,https://jira.uberinternal.com/browse/DACT-6547863,Account sharing,Driver,Escalated
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547864,Account sharing,DP,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547865,IPC,Driver,NAN
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547866,IPC,Driver,NAN
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547867,Account sharing,DP,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547868,Account sharing,DP,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547869,Account sharing,Driver,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547870,Account sharing,Driver,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547871,Street hail,Driver,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547872,Account sharing,DP,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547873,IPC,Driver,Rejected
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547874,IPC,Rider,NAN
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547875,SIPC,Driver,NAN
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547876,Account sharing,DP,Es-Resolved
05-31-2024,https://jira.uberinternal.com/browse/DACT-6547877,Wrong vehicle,Driver,NAN
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547878,Wrong vehicle,Driver,NAN
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547879,IPC,Rider,Rejected
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547880,IPC,Driver,NAN
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547881,SIPC,Driver,NAN
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547882,Account sharing,DP,Rejected
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547883,Account sharing,DP,Rejected
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547884,Account sharing,DP,Rejected
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547885,Account sharing,DP,Rejected
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547886,SIPC,Driver,NAN
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547887,SIPC,Driver,Rejected
06-03-2024,https://jira.uberinternal.com/browse/DACT-6547888,IPC,Driver,NAN
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547889,Wrong vehicle,Driver,NAN
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547890,Account sharing,DP,NAN
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547891,Account sharing,DP,Rejected
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547892,Account sharing,DP,Rejected
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547893,IPC,Driver,NAN
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547894,IPC,Rider,Rejected
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547895,SIPC,Driver,NAN
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547896,Account sharing,DP,Rejected
06-04-2024,https://jira.uberinternal.com/browse/DACT-6547897,IPC,Rider,NAN
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547898,IPC,Driver,NAN
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547899,IPC,Driver,NAN
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547900,IPC,Driver,NAN
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547901,IPC,Driver,NAN
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547902,Dangerous driving,Driver,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547903,Dangerous driving,Driver,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547904,Dangerous driving,Driver,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547905,SIPC,Driver,NAN
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547906,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547907,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547908,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547909,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547910,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547911,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547912,Account sharing,DP,Rejected
06-05-2024,https://jira.uberinternal.com/browse/DACT-6547913,IPC,Driver,Escalated
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547914,IPC,Driver,Escalated
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547915,IPC,Rider,NAN
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547916,Extra Passenger,Driver,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547917,Extra Passenger,Driver,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547918,Account sharing,DP,Es-Resolved
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547919,Account sharing,DP,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547920,Account sharing,DP,Es-Resolved
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547921,Account sharing,DP,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547922,Account sharing,DP,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547923,Account sharing,DP,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547924,Account sharing,DP,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547925,Account sharing,DP,Rejected
06-06-2024,https://jira.uberinternal.com/browse/DACT-6547926,Wrong vehicle,Driver,NAN
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547927,IPC,Rider,NAN
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547928,IPC,Driver,NAN
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547929,SIPC,Driver,NAN
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547930,Dangerous driving,Driver,Rejected
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547931,IPC,Driver,NAN
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547932,Account sharing,DP,Rejected
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547933,Account sharing,DP,NAN
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547934,Account sharing,DP,Rejected
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547935,Account sharing,DP,Rejected
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547936,Account sharing,DP,Es-Resolved
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547937,Account sharing,DP,Es-Resolved
06-07-2024,https://jira.uberinternal.com/browse/DACT-6547938,Account sharing,DP,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547939,SIPC,Driver,NAN
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547940,IPC,Driver,Escalated
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547941,IPC,Driver,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547942,Dangerous driving,Driver,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547943,SIPC,Driver,Escalated
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547944,Wrong vehicle,Driver,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547945,IPC,Eater,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547946,Account sharing,Driver,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547947,Account sharing,DP,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547948,Account sharing,DP,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547949,Account sharing,DP,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547950,Account sharing,Driver,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547951,Account sharing,DP,Rejected
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547952,IPC,Driver,Es-Resolved
06-11-2024,https://jira.uberinternal.com/browse/DACT-6547953,IPC,Driver,Es-Resolved
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547954,IPC,Driver,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547955,IPC,Driver,NAN
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547956,IPC,Driver,NAN
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547957,Dangerous driving,Driver,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547958,Dangerous driving,Driver,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547959,Wrong vehicle,Driver,NAN
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547960,Account sharing,DP,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547961,Account sharing,DP,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547962,Account sharing,Driver,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547963,Account sharing,DP,Rejected
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547964,Account sharing,DP,NAN
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547965,IPC,Driver,NAN
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547966,IPC,Driver,NAN
06-12-2024,https://jira.uberinternal.com/browse/DACT-6547967,SIPC,Driver,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547968,IPC,Driver,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547969,IPC,Driver,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547970,IPC,Driver,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547971,Wrong vehicle,Driver,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547972,IPC,Rider,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547973,Dangerous driving,Driver,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547974,SIPC,Driver,NAN
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547975,Account sharing,DP,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547976,Account sharing,DP,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547977,Account sharing,DP,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547978,Account sharing,DP,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547979,Account sharing,DP,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547980,Account sharing,DP,Rejected
06-13-2024,https://jira.uberinternal.com/browse/DACT-6547981,IPC,Driver,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547982,IPC,Driver,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547983,IPC,Driver,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547984,IPC,Driver,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547985,IPC,Rider,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547986,IPC,Rider,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547987,Dangerous driving,Driver,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547988,Account sharing,DP,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547989,Account sharing,DP,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547990,Account sharing,DP,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547991,Account sharing,DP,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547992,Account sharing,DP,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547993,Account sharing,DP,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547994,IPC,Driver,NAN
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547995,Account sharing,DP,Rejected
06-14-2024,https://jira.uberinternal.com/browse/DACT-6547996,Account sharing,DP,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6547997,SIPC,Driver,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6547998,SIPC,Driver,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6547999,SIPC,Driver,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548000,IPC,Driver,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548001,IPC,Driver,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548002,Dangerous driving,Driver,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548003,Account sharing,DP,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548004,Account sharing,DP,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548005,Account sharing,DP,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548006,Account sharing,DP,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548007,Account sharing,DP,Escalated
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548008,Account sharing,DP,Rejected
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548009,Substance Abuse,Rider,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548010,Account sharing,DP,NAN
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548011,IPC,Eater,Escalated
06-15-2024,https://jira.uberinternal.com/browse/DACT-6548012,Substance Abuse,Rider,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548013,IPC,Driver,NAN
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548014,Dangerous driving,Driver,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548015,IPC,Driver,NAN
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548016,IPC,Driver,
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548017,IPC,Rider,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548018,IPC,Rider,NAN
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548019,Wrong vehicle,Driver,NAN
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548020,Extra Passenger,Driver,NAN
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548021,Account sharing,DP,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548022,Account sharing,Driver,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548023,Account sharing,DP,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548024,Account sharing,DP,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548025,Account sharing,DP,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548026,Account sharing,DP,Rejected
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548027,Account sharing,DP,Es-Resolved
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548028,IPC,Eater,Es-Resolved
06-18-2024,https://jira.uberinternal.com/browse/DACT-6548029,IPC,Eater,Es-Resolved
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548030,IPC,Driver,Es-Resolved
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548031,IPC,Driver,NAN
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548032,IPC,Driver,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548033,IPC,Driver,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548034,Account sharing,DP,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548035,Account sharing,DP,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548036,Account sharing,DP,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548037,Account sharing,DP,NAN
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548038,IPC,Driver,NAN
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548039,Substance Abuse,Rider,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548040,Account sharing,DP,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548041,IPC,Driver,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548042,Account sharing,DP,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548043,Account sharing,DP,NAN
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548044,Account sharing,Driver,Rejected
06-19-2024,https://jira.uberinternal.com/browse/DACT-6548045,SIPC,Driver,Es-Resolved
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548046,IPC,Driver,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548047,IPC,Driver,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548048,IPC,Driver,NAN
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548049,IPC,Rider,NAN
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548050,SIPC,Driver,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548051,Account sharing,DP,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548052,Account sharing,DP,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548053,Account sharing,DP,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548054,Account sharing,DP,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548055,Account sharing,DP,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548056,Account sharing,DP,Rejected
06-20-2024,https://jira.uberinternal.com/browse/DACT-6548057,SIPC,Driver,NAN
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548058,Wrong vehicle,Driver,NAN
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548059,Account sharing,Driver,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548060,Dangerous driving,Driver,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548061,Account sharing,DP,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548062,Account sharing,DP,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548063,Account sharing,DP,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548064,Account sharing,DP,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548065,IPC,Rider,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548066,IPC,Driver,NAN
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548067,Dangerous driving,Driver,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548068,Street hail,Driver,NAN
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548069,IPC,Rider,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548070,Account sharing,DP,NAN
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548071,Account sharing,DP,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548072,Account sharing,DP,Rejected
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548073,IPC,Rider,NAN
06-21-2024,https://jira.uberinternal.com/browse/DACT-6548074,IPC,Rider,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548075,Dangerous driving,Driver,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548076,SIPC,Driver,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548077,SIPC,Driver,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548078,Wrong vehicle,Driver,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548079,SIPC,Driver,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548080,IPC,Rider,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548081,IPC,Rider,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548082,Street hail,Driver,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548083,Account sharing,DP,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548084,Account sharing,DP,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548085,IPC,Rider,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548086,Dangerous driving,Driver,NAN
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548087,Account sharing,Driver,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548088,Account sharing,DP,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548089,Account sharing,DP,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548090,Account sharing,DP,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548091,Account sharing,Driver,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548092,Account sharing,DP,Rejected
06-22-2024,https://jira.uberinternal.com/browse/DACT-6548093,Account sharing,DP,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548094,IPC,Driver,NAN
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548095,IPC,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548096,IPC,Driver,Escalated
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548097,IPC,Rider,NAN
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548098,IPC,Rider,NAN
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548099,IPC,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548100,Dangerous driving,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548101,Dangerous driving,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548102,Account sharing,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548103,Account sharing,DP,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548104,Account sharing,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548105,Account sharing,DP,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548106,Account sharing,DP,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548107,Account sharing,DP,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548108,Account sharing,DP,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548109,Account sharing,Driver,Rejected
06-25-2024,https://jira.uberinternal.com/browse/DACT-6548110,Account sharing,DP,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548111,SIPC,Driver,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548112,IPC,Driver,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548113,IPC,Driver,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548114,IPC,Driver,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548115,IPC,Driver,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548116,IPC,Rider,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548117,SIPC,Driver,Es-Resolved
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548118,Wrong vehicle,Driver,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548119,Dangerous driving,Driver,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548120,Substance Abuse,Rider,NAN
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548121,Account sharing,DP,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548122,Account sharing,Driver,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548123,Account sharing,DP,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548124,Account sharing,DP,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548125,Account sharing,Driver,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548126,Account sharing,DP,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548127,Account sharing,DP,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548128,Account sharing,DP,Rejected
06-26-2024,https://jira.uberinternal.com/browse/DACT-6548129,IPC,Rider,Rejected
06-27-2024,https://jira.uberinternal.com/browse/DACT-6548130,IPC,Driver,Es-Resolved
